"SOURCE_JOB_NUMBER","SOURCE_LINE_NUMBER","ITEM_CODE","NAME","QUANTITY","UNIT_PRICE","SOURCE_TYPE"
JCI12372,13,M03018,BRAKE PAD &amp; DISC FRONT R/R,1,95,Labor
JCI12373,1,M00000,REVERSE ALAM AND FOG LIGHT WARNING,1,120,Labor
JCI12374,1,B00000,BONNIT REPAIR,1.5,95,Labor
JCI12374,2,"9999",PAINT AND THINNERS,1,35,Consumable
JCI12374,3,"9999",Labour EXCESS,1,57.5,O
JCI12375,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12375,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12375,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12375,4,PAR1101000871,AC FILTER,1,5.5,Part
JCI12375,5,PAR1101002679,AIR FILTER,1,5.5,Part
JCI12375,6,"9999",CONSUMABLES,1,10,Consumable
JCI12376,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12376,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12376,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12376,4,"9999",CONSUMABLES,1,10,Consumable
JCI12377,1,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,Part
JCI12378,1,M00004,REAR ENGINE MOUNTING R/R,1.5,95,Labor
JCI12378,2,PAR1101003271,RR ENGINE MOUNTING,1,161.45,Part
JCI12378,3,M00006,FRONT BRAKE DISC SKIMMING,1.5,95,Labor
JCI12379,1,B00000,RR ACCIDENT,1.63,95,Labor
JCI12379,2,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,Part
JCI12379,3,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,Part
JCI12379,4,"9999",Labour EXCESS,1,24.15,O
JCI12380,1,B00000,REPAIR FRONT BUMPER,1.5,95,Labor
JCI12380,2,"9999",PAINT AND THINNERS,1,35,Consumable
JCI12380,3,"9999",Labour EXCESS,1,57.5,O
JCI12381,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12381,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12381,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12381,4,"9999",CONSUMABLES,1,10,Consumable
JCI12382,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12382,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12382,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12382,4,PAR1101000871,AC FILTER,1,5.5,Part
JCI12382,5,PAR1101002679,AIR FILTER,1,5.5,Part
JCI12382,6,PAR1105000012,CVT TRANSMISSION FLUID,1,137.015,Part
JCI12382,7,"9999",CONSUMABLES,1,10,Consumable
JCI12382,8,M00003,CVT REPLACE,0.5,95,Labor
JCI12383,1,M01999,Lube Service contract,0.5,95,Labor
JCI12383,2,LUB9999004720,QUARTZ 9000 MVP (FS) 5W 40,6,11.865,Part
JCI12383,3,PAR1220000005,"FILTER, OIL",1,15.866,Part
JCI12383,4,"9999",SERVICE CONTRACT DIFF,1,125.41,O
JCI12384,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12384,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12384,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12384,4,PAR1101002679,AIR FILTER,1,5.5,Part
JCI12384,5,PAR1101000871,AC FILTER,1,5.5,Part
JCI12384,6,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,Part
JCI12384,7,"9999",CONSUMABLES,1,10,Consumable
JCI12385,1,M10019,AC SYSTEM CLEANING,1,95,Labor
JCI12385,2,PAR1101000426,A/C COMPRESSOR (DENSO-JPN) T.CAMRY 2020,1,1100,Part
JCI12385,3,PAR1101000367,AC CONDENSOR ASSY,1,228.596,Part
JCI12385,4,PAR1101000381,EXPANSION VALVE,1,51.324,Part
JCI12385,5,PAR9999001410,CONDENSOR PIPING CLAMP,1,18.344,Part
JCI12385,6,PAR1101000871,AC FILTER,1,5.5,Part
JCI12385,7,M10001,R/R AC COMPRESSOR,2,95,Labor
JCI12385,8,M10003,R/R AC EXPANSION VALVE,1,95,Labor
JCI12385,9,M10008,AC GAS AND OIL CHARGING,1.92,95,Labor
JCI12385,10,M10002,R/R AC CONDENSOR,1.5,95,Labor
JCI12385,11,"9999",AC GAS,0.5,65,Consumable
JCI12385,12,"9999",CLEANING GAS,2,25,Consumable
JCI12386,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12386,2,PAR1101000997,BRAKE PAD REAR,1,27.6,Part
JCI12386,3,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12386,4,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12386,5,"9999",CONSUMABLES,1,10,Consumable
JCI12386,6,M03002,R/R REAR BRAKE PAD,0.5,95,Labor
JCI12387,1,M00003,TERMINAL REMOVE & REPAIR,0.5,95,Labor
JCI12387,2,M00007,FUEL GANGE REPIAR,1,95,Labor
JCI12388,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12388,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12388,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12388,4,"9999",CONSUMABLES,1,10,Consumable
JCI12389,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12389,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12389,3,PAR1101002858,OIL FILTER,1,6.72,Part
JCI12389,4,"9999",CONSUMABLES,1,10,Consumable
JCI12389,5,M00000,DAMPER SERVE MOTOR REMOVE & REPAIR,2.5,95,Labor
JCI12390,1,T00001,"2 OLD TYRE R/R",0.3,100,Labor
JCI12391,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12391,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,12.5,Part
JCI12391,3,PAR1906000054,OIL FILTER,1,30,Part
JCI12391,4,PAR2004000085,A/C FILTER,1,65.48,Part
JCI12391,5,PAR1905000085,AIR FILTER,1,68.45,Part
JCI12391,6,PAR1905000139,DRIVE BELT -SONATA,1,130.914,Part
JCI12391,7,PAR1905000140,FILTER-FUEL PUMP,1,90.216,Part
JCI12391,8,PAR1905000131,COOLANT,1,46.83,Part
JCI12391,9,PAR1905000141,SPARK PLUG,4,51.282,Part
JCI12391,10,PAR9999002801,BRAKE FLUID HBF4 500 ML,1,11.151,Part
JCI12391,11,"9999",CONSUMABLES,1,10,Consumable
JCI12391,12,M11020,FUEL PUMP FILTER R/R,2,95,Labor
JCI12391,13,M01006,R/R SPARK PLUGS,1,95,Labor
JCI12391,14,M00000,ENGINE MOUNTING REMOVE AND ENGINE BELT R/R,2,95,Labor
JCI12391,15,M03009,BRAKES BLEEDED,0.5,95,Labor
JCI12392,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1.5,120,Labor
JCI12392,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,12.5,Part
JCI12392,3,PAR7501000045,OIL FILTER,1,36,Part
JCI12392,4,"9999",CONSUMABLES,1,10,Consumable
JCI12393,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12393,2,TYR9999004967,TYRE 215/60R16-FORTUNE,4,225,Part
JCI12393,3,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12393,4,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12393,5,"9999",CONSUMABLES,1,10,Consumable
JCI12394,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12394,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12394,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12394,4,"9999",CONSUMABLES,1,10,Consumable
JCI12395,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12395,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12395,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12395,4,PAR1101002679,AIR FILTER,1,5.5,Part
JCI12395,5,PAR1101000871,AC FILTER,1,5.5,Part
JCI12395,6,"9999",CONSUMABLES,1,10,Consumable
JCI12396,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12396,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12396,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12396,4,TYR9999004967,TYRE 215/60R16-FORTUNE,4,225,Part
JCI12396,5,"9999",CONSUMABLES,1,10,Consumable
JCI12397,1,M00000,FRONT BUMPER FIX,0.5,95,Labor
JCI12398,1,M00000,FIX UNDER COVER,0.5,95,Labor
JCI12399,1,M00000,COOLER BREATH HOSE R/R,0.5,95,Labor
JCI12399,2,PAR1101001693,"HOSE, WATER BY-PASS",1,45,Part
JCI12400,1,M01999,Lube Service contract,0.5,95,Labor
JCI12400,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5,9.083,Part
JCI12400,3,PAR1201001330,OIL FILTER,1,17.609,Part
JCI12400,4,"9999",CONSUMABLES,1,10,Consumable
JCI12400,5,"9999",SERVICE CONTRACT DIFF,1,64.49,O
JCI12401,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12401,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12401,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12401,4,PAR1101000871,AC FILTER,1,5.5,Part
JCI12401,5,PAR1101002679,AIR FILTER,1,5.5,Part
JCI12401,6,"9999",CONSUMABLES,1,10,Consumable
JCI12402,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12402,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12402,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12402,4,"9999",CONSUMABLES,1,10,Consumable
JCI12403,1,B00000,RHS RR FENDER,1.18,95,Labor
JCI12403,2,"9999",PAINT AND THINNERS,1,35,Consumable
JCI12403,3,"9999",Labour EXCESS,1,97.9,O
JCI12404,1,B00000,REAR ACCIDENT,14.23,95,Labor
JCI12404,2,PAR1102000214,REAR BUMPER ASSY,1,89.25,Part
JCI12404,3,PAR9999001916,RR RHS BUMPER BRACKET,1,15.75,Part
JCI12404,4,PAR9999005917,BRAINDING STICKER,2,10.5,Part
JCI12404,5,PAR9999005927,NUMBER STICKER FENDER SIDE,4,0.536,Part
JCI12404,6,PAR9999005926,AD-STICKER,1,2.1,Part
JCI12404,7,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,Part
JCI12404,8,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,Part
JCI12404,9,"9999",PAINT AND THINNERS,1,200,Consumable
JCI12404,10,"9999",Labour EXCESS,1,1696.89,O
JCI12405,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1.5,120,Labor
JCI12405,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4,12.5,Part
JCI12405,3,PAR1518000009,OIL FILTER,1,25,Part
JCI12405,4,"9999",CONSUMABLES,1,10,Consumable
JCI12406,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12406,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12406,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12406,4,"9999",CONSUMABLES,1,10,Consumable
JCI12407,1,B00000,FRONT LHS ACCIDENT,2.08,95,Labor
JCI12407,2,PAR9999005917,BRAINDING STICKER,4,10.5,Part
JCI12407,3,"9999",PAINT AND THINNERS,1,150,Consumable
JCI12407,4,"9999",Labour EXCESS,1,410.4,O
JCI12408,1,B00000,FR & RR ACCIDENT,6.5,95,Labor
JCI12408,2,PAR1101001799,REAR  BUMPER ASSY,1,105,Part
JCI12408,3,PAR1101002289,FRONT BUMPER LOWER GRILL,1,84,Part
JCI12408,4,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,Part
JCI12408,5,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,Part
JCI12408,6,"9999",PAINT AND THINNERS,1,150,Consumable
JCI12408,7,"9999",Labour EXCESS,1,622.5,O
JCI12409,1,M00001,RR/RHS SEAT HANDLE,0.5,95,Labor
JCI12409,2,PAR1153000087,"LEVER SUB ASSY, RR SEAT RHS",1,52,Part
JCI12409,3,PAR1153000086,"CABLE ASSY, REAR RHS SEAT",1,55,Part
JCI12409,4,M00006,RR/RHS SEAT HANDLE CABLE,0.5,95,Labor
JCI12410,1,M10006,"REMOVE, REPAIR AND REFIX AC PIPE",1,95,Labor
JCI12410,2,SLI00469,A/C  PIPE  LEAK REPAIR,1,42,Service
JCI12410,3,M10008,AC GAS AND OIL CHARGING,2.47,95,Labor
JCI12410,4,"9999",AC GAS,0.5,65,Consumable
JCI12411,1,M00003,ENGINE OIL TOP UP,0,95,Labor
JCI12411,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,12.5,Part
JCI12411,3,M00002,OIL PRESSURE SWITCH WIRE RPEAIR,1,95,Labor
JCI12412,1,M00003,FRONT RHS AND LHS WHEEL BEARING R/R,3,95,Labor
JCI12412,2,PAR1101002812,BEARING & HUB ASSY FRNT,2,99.45,Part
JCI12413,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12413,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12413,3,PAR1101002858,OIL FILTER,1,6.72,Part
JCI12413,4,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,Part
JCI12413,5,M02001,R/R ATF,0.5,95,Labor
JCI12413,6,"9999",CONSUMABLES,1,10,Consumable
JCI12414,1,M01999,Lube Service contract,0.5,95,Labor
JCI12414,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5,10.353,Part
JCI12414,3,PAR1201001330,OIL FILTER,1,17.609,Part
JCI12414,4,"9999",CONSUMABLES,1,10,Consumable
JCI12414,5,"9999",SERVICE CONTRACT DIFF,1,58.14,O
JCI12415,1,M03009,BRAKES BLEEDED,0.5,95,Labor
JCI12415,2,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,Part
JCI12416,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12416,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12416,3,PAR1101002145,OIL FILTER,1,6.72,Part
JCI12416,4,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,Part
JCI12416,5,PAR1101000871,AC FILTER,1,5.5,Part
JCI12416,6,PAR1101002146,AIR FILTER,1,5.5,Part
JCI12416,7,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,Part
JCI12416,8,PAR1101002272,"LINK ROD ,FT STAB",2,15.75,Part
JCI12416,9,PAR1101002033,FRONT LOWER ARM BUSH,2,13.178,Part
JCI12416,10,PAR1101000997,BRAKE PAD REAR,1,27.6,Part
JCI12416,11,M02001,R/R ATF,0.5,95,Labor
JCI12416,12,"9999",CONSUMABLES,1,10,Consumable
JCI12416,13,M00000,FRONT RHS AND LHS LINK ROD R/R,2,95,Labor
JCI12416,14,M00004,FRONT RHS AND LHS LOWER ARM BUSH R/R,5,95,Labor
JCI12416,15,M03002,R/R REAR BRAKE PAD,0.5,95,Labor
JCI12416,16,T16002,WHEEL ALIGNMENT,1,80,Labor
JCI12417,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12417,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12417,3,PAR1101002145,OIL FILTER,1,6.72,Part
JCI12417,4,PAR1101000997,BRAKE PAD REAR,1,27.6,Part
JCI12417,5,M03002,R/R REAR BRAKE PAD,0.5,95,Labor
JCI12417,6,"9999",CONSUMABLES,1,10,Consumable
JCI12418,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1.5,95,Labor
JCI12418,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12418,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12418,4,"9999",CONSUMABLES,1,10,Consumable
JCI12419,1,M00000,FRT LHS FENDER COVER FIXED,0.5,95,Labor
JCI12420,1,M01999,Lube Service contract,0.5,95,Labor
JCI12420,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5,10.353,Part
JCI12420,3,PAR1201001330,OIL FILTER,1,17.609,Part
JCI12420,4,"9999",SERVICE CONTRACT DIFF,1,18.14,O
JCI12421,1,B00000,REAR MED ACCIDENT,19.8,95,Labor
JCI12421,2,PAR1101001799,REAR  BUMPER ASSY,1,105,Part
JCI12421,3,PAR1101000575,REAR  REINFORCEMENT TOY CAMRY 18-24,1,305.834,Part
JCI12421,4,PAR2601000001,PARKING SENSOR,1,47.072,Part
JCI12421,5,PAR1101002127,REAR RH BUMPER BRAKET,1,9.45,Part
JCI12421,6,PAR1101003259,RH TAIL LAMP,1,89.25,Part
JCI12421,7,PAR1101001863,BACK LAMP REAR LH,1,63,Part
JCI12421,8,PAR1101001864,BACK LAMP REAR RH,1,64.397,Part
JCI12421,9,PAR1101000666,TRUNK LID ASSY,1,315,Part
JCI12421,10,PAR1101001800,REAR BUMPER SPOILER,1,44.1,Part
JCI12421,11,PAR9999001192,TAIL LIGHT CLIP,1,2.741,Part
JCI12421,12,PAR9999005917,BRAINDING STICKER,1,10.5,Part
JCI12421,13,PAR9999005913,AMAN TAXI BUMPER LOGO,2,10.5,Part
JCI12421,14,PAR9999005926,AD-STICKER,1,2.1,Part
JCI12421,15,PAR9999005927,NUMBER STICKER FENDER SIDE,4,0.536,Part
JCI12421,16,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,Part
JCI12421,17,PAR9999005911,MY SPEED IS MONITORED ENGLISH,1,7.875,Part
JCI12421,18,PAR9999005912,MY SPEED IS MONITORED ARABIC,1,7.875,Part
JCI12421,19,"9999",PAINT AND THINNERS,1,200,Consumable
JCI12421,20,"9999",Labour EXCESS,1,7611.14,O
JCI12422,1,M01999,Lube Service contract,0.5,95,Labor
JCI12422,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,10.353,Part
JCI12422,3,PAR1201001330,OIL FILTER,1,17.609,Part
JCI12422,4,"9999",SERVICE CONTRACT DIFF,1,33.84,O
JCI12423,1,M00000,INJECTOR SERVICE,4,95,Labor
JCI12423,2,SLI00479,PETROL INJECTOR SERVICE,1,126,Service
JCI12424,1,M05001,R/R FRONT RHS WHEEL BEARING,1.5,95,Labor
JCI12424,2,PAR1101002812,BEARING & HUB ASSY FRNT,1,99.45,Part
JCI12424,3,M00000,FR TYRE WHEEL BALANCING,0.3,100,Labor
JCI12425,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12425,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12425,3,PAR1101003407,OIL FILTER,1,6.72,Part
JCI12425,4,BAT1101000731,MARCO BATTERY SMF58014 80AH (58043),1,243,Part
JCI12425,5,PAR1101001534,FRONT BRAKE PAD,1,29.9,Part
JCI12425,6,M03001,R/R FRONT BRAKE PAD,0.5,95,Labor
JCI12425,7,"9999",CONSUMABLES,1,10,Consumable
JCI12426,1,B00000,"3 DOOR REPAIR",3.72,95,Labor
JCI12426,2,PAR9999005917,BRAINDING STICKER,4,10.5,Part
JCI12426,3,PAR9999005914,AMAN TAXI DOOR LOGO,2,10.5,Part
JCI12426,4,"9999",PAINT AND THINNERS,1,70,Consumable
JCI12426,5,"9999",Labour EXCESS,1,113.6,O
JCI12427,1,B00000,FRONT & REAR ACCIDENT,5,95,Labor
JCI12427,2,PAR1101002936,FT BUMPER ASSY,1,126,Part
JCI12427,3,PAR1101001799,REAR  BUMPER ASSY,1,105,Part
JCI12427,4,PAR1101002951,FRONT BUMPER TOP COVER,1,63.483,Part
JCI12427,5,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,Part
JCI12427,6,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,Part
JCI12427,7,"9999",PAINT AND THINNERS,1,150,Consumable
JCI12427,8,"9999",Labour EXCESS,1,859.52,O
JCI12428,1,M11001,R/R BATTERY,0.25,95,Labor
JCI12428,2,BAT1101000736,"55559 DIN55 VOLCAN BATTERY",1,181,Part
JCI12429,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1.5,120,Labor
JCI12429,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4,12.5,Part
JCI12429,3,PAR1518000009,OIL FILTER,1,25,Part
JCI12429,4,"9999",CONSUMABLES,1,10,Consumable
JCI12430,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12430,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12430,3,PAR1101002858,OIL FILTER,1,6.72,Part
JCI12430,4,BAT1101000731,MARCO BATTERY SMF58014 80AH (58043),1,243,Part
JCI12430,5,"9999",CONSUMABLES,1,10,Consumable
JCI12431,1,B00000,"1 DOOR REPAIR",1,95,Labor
JCI12431,2,"9999",PAINT AND THINNERS,1,70,Consumable
JCI12431,3,"9999",Labour EXCESS,1,35,O
JCI12432,1,M00000,CVT R/R,0.5,120,Labor
JCI12432,2,PAR1518000092,AC CONDENSOR FAN MOTOR,1,550,Part
JCI12432,3,LUB1511000001,"TRANSMISSION OIL, CHEVY CAPTIVA",1,420,Part
JCI12432,4,M08002,R/R CONDENSOR FAN MOTOR,1.5,120,Labor
JCI12433,1,M02001,R/R ATF,0.5,95,Labor
JCI12433,2,PAR1202000903,FT BRAKE PAD,1,50,Part
JCI12433,3,LUB1202000002,ATF OIL -S MAIC (4LTR),1,205,Part
JCI12433,4,PAR9999000812,SPARK PLUG,4,48,Part
JCI12433,5,PAR9999006289,CARBURETTOR CLEANER WURTH 500ML,1,20,Part
JCI12433,6,M03007,R/R FRONT BRAKE PAD  &amp; FRONT DISCS SKIMMING,1.5,95,Labor
JCI12433,7,M00000,REMOVE INTAKE MAINFOLD & SPARK PLUG R/R,2,95,Labor
JCI12433,8,M01009,O/CLEAN THROTTLE BODY,2,95,Labor
JCI12434,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12434,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12434,3,PAR1101002145,OIL FILTER,1,6.72,Part
JCI12434,4,PAR1101001534,FRONT BRAKE PAD,1,29.9,Part
JCI12434,5,M03001,R/R FRONT BRAKE PAD,0.5,95,Labor
JCI12434,6,"9999",CONSUMABLES,1,10,Consumable
JCI12435,1,M01006,R/R SPARK PLUGS,1,95,Labor
JCI12435,2,PAR1101001489,SPARK PLUG,4,61.446,Part
JCI12435,3,SLI00527,PETROL INJECTOR SERVICE,1,126,Service
JCI12435,4,M00000,INJECTOR SERVICE,4,95,Labor
JCI12435,5,M00005,FUEL TANK CLEANING,2,95,Labor
JCI12436,1,T16002,WHEEL ALIGNMENT,1,120,Labor
JCI12437,1,M00000,LUBE SERVICE,1,75,Labor
JCI12437,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,7,10,Part
JCI12437,3,PAR9999002023,OIL FILTER,1,30,Part
JCI12438,1,M00000,LUBE SERVICE,1,80,Labor
JCI12438,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,6,15,Part
JCI12438,3,PAR1102000196,"OIL FILTER, INNOVA",1,15,Part
JCI12439,1,M11001,R/R BATTERY,0.25,95,Labor
JCI12439,2,BAT1101000731,MARCO BATTERY SMF58014 80AH (58043),1,243,Part
JCI12440,1,M00000,LUBE SERVICE,1,135,Labor
JCI12440,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,7,15,Part
JCI12440,3,PAR9999002023,OIL FILTER,1,34.29,Part
JCI12441,1,B00000,"4 DOOR REPAIR & RR BUMPER",4.98,95,Labor
JCI12441,2,PAR9999005917,BRAINDING STICKER,5,10.5,Part
JCI12441,3,PAR9999005914,AMAN TAXI DOOR LOGO,2,10.5,Part
JCI12441,4,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,Part
JCI12441,5,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,Part
JCI12441,6,"9999",PAINT AND THINNERS,1,200,Consumable
JCI12441,7,"9999",Labour EXCESS,1,32.4,O
JCI12442,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12442,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12442,3,PAR1104000199,OIL FILTER,1,13.64,Part
JCI12442,4,"9999",CONSUMABLES,1,10,Consumable
JCI12443,1,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,Labor
JCI12443,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.7,12.5,Part
JCI12443,3,PAR1101002858,OIL FILTER,1,6.72,Part
JCI12443,4,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,Part
JCI12443,5,PAR1101003208,TENSIONER ASSY,1,53.55,Part
JCI12443,6,PAR1101003533,ALTENATOR BELT,1,17.85,Part
JCI12443,7,TYR9999004967,TYRE 215/60R16-FORTUNE,2,225,Part
JCI12443,8,PAR1101001534,FRONT BRAKE PAD,1,29.9,Part
JCI12443,9,M02001,R/R ATF,0.5,95,Labor
JCI12443,10,"9999",CONSUMABLES,1,10,Consumable
JCI12443,11,M01012,BELT TENSIONER ASSEMBLY R/R,1.5,95,Labor
JCI12443,12,M01019,DRIVE BELT R/R,1,95,Labor
JCI12443,13,M03001,R/R FRONT BRAKE PAD,0.5,95,Labor
JCI12443,14,M00006,RAER SUSPENSION LUBRICATION,0.5,95,Labor
JCI12444,1,M00003,FRONT RHS AND LHS WHEEL BEARING R/R,3,95,Labor
JCI12444,2,PAR1101002812,BEARING & HUB ASSY FRNT,2,99.45,Part
JCI12445,1,B00000,RR RHS ACCIDENT,2.5,95,Labor
JCI12445,2,PAR1101003528,LH TAIL LAMP,1,120.75,Part
JCI12445,3,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,Part
JCI12445,4,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,Part
JCI12445,5,PAR9999005917,BRAINDING STICKER,1,10.5,Part
JCI12445,6,PAR9999005926,AD-STICKER,1,2.1,Part
JCI12445,7,PAR9999005927,NUMBER STICKER FENDER SIDE,5,0.536,Part
JCI12445,8,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,Part
